seller_id,month,tenure_months,orders,gmv,returns,ads_spend,active
S100365,2025-10-01,4,56,679.74,0,47.2,True
S100365,2025-11-01,5,33,450.47,0,21.96,True
S100365,2025-12-01,6,46,731.34,3,17.41,True
S100365,2026-01-01,7,37,610.82,0,15.31,True
S100365,2026-02-01,8,37,231.36,3,8.6,True
S100365,2026-03-01,9,45,596.37,4,27.07,True
S100365,2026-04-01,10,30,644.81,0,45.96,True
S100365,2026-05-01,11,67,714.55,2,38.57,True
S100365,2026-06-01,12,35,601.72,0,43.26,True
S100366,2026-02-01,0,31,882.26,3,82.17,True
S100366,2026-03-01,1,54,624.66,6,48.15,True
S100366,2026-04-01,2,61,1215.31,2,69.99,True
S100366,2026-05-01,3,48,1593.56,4,86.92,True
S100366,2026-06-01,4,58,1897.73,3,138.22,True
S100367,2025-12-01,0,30,383.58,0,8.58,True
S100367,2026-01-01,1,47,542.35,2,13.18,True
S100367,2026-02-01,2,15,263.73,0,13.03,True
S100367,2026-03-01,3,30,334.2,0,19.68,True
S100367,2026-04-01,4,26,411.34,1,25.84,True
S100367,2026-05-01,5,23,300.3,1,17.45,True
S100367,2026-06-01,6,27,395.62,1,28.91,True
S100368,2025-03-01,0,27,315.42,0,25.49,True
S100368,2025-04-01,1,4,41.59,0,2.9,True
S100368,2025-05-01,2,39,661.05,0,31.81,True
S100368,2025-06-01,3,28,321.94,1,26.75,True
S100368,2025-07-01,4,45,574.96,2,32.78,True
S100368,2025-08-01,5,15,204.61,0,14.49,True
S100368,2025-09-01,6,18,227.71,2,11.58,True
S100368,2025-10-01,7,12,189.76,1,9.11,True
S100369,2026-05-01,0,16,488.76,1,24.55,True
S100369,2026-06-01,1,24,1539.98,2,128.39,True
S100370,2026-02-01,0,9,201.8,2,13.67,True
S100370,2026-03-01,1,20,797.99,2,67.01,True
S100370,2026-04-01,2,8,203.22,1,9.05,True
S100370,2026-05-01,3,63,1306.81,13,87.46,True
S100370,2026-06-01,4,32,870.32,3,70.43,True
S100371,2025-01-01,0,62,4197.88,9,213.54,True
S100371,2025-02-01,1,52,4599.03,1,120.53,True
S100371,2025-03-01,2,94,7380.33,10,520.35,True
S100371,2025-04-01,3,45,2978.06,6,253.69,True
S100371,2025-05-01,4,31,1698.05,6,98.55,True
S100371,2025-06-01,5,15,1190.97,2,42.61,True
S100371,2025-07-01,6,23,1527.47,6,116.52,True
S100371,2025-08-01,7,161,7315.92,18,667.64,True
S100371,2025-09-01,8,101,5354.2,11,485.87,True
S100371,2025-10-01,9,61,4753.96,10,125.27,True
S100371,2025-11-01,10,81,6713.0,11,538.63,True
S100371,2025-12-01,11,34,2076.58,5,67.14,True
S100371,2026-01-01,12,181,15581.66,21,665.08,True
S100371,2026-02-01,13,140,4941.65,18,375.56,True
S100371,2026-03-01,14,81,4068.8,11,253.14,True
S100371,2026-04-01,15,97,7837.37,12,805.12,True
S100371,2026-05-01,16,52,4140.86,7,405.44,True
S100371,2026-06-01,17,86,5614.56,12,295.77,True
S100372,2025-04-01,0,17,599.62,0,38.17,True
S100372,2025-05-01,1,17,695.66,0,20.1,True
S100372,2025-06-01,2,10,298.68,1,25.52,True
S100372,2025-07-01,3,31,1023.38,2,48.07,True
S100372,2025-08-01,4,44,1556.3,2,64.69,True
S100373,2025-03-01,0,45,768.97,1,34.02,True
S100373,2025-04-01,1,27,583.43,0,17.0,True
S100373,2025-05-01,2,5,70.84,0,6.06,True
S100373,2025-06-01,3,13,242.71,0,21.3,True
S100373,2025-07-01,4,25,505.72,1,32.56,True
S100373,2025-08-01,5,28,635.5,3,33.48,True
S100373,2025-09-01,6,22,559.63,1,37.84,True
S100373,2025-10-01,7,29,334.53,1,7.67,True
S100373,2025-11-01,8,38,894.2,1,69.66,True
S100373,2025-12-01,9,29,488.34,3,41.32,True
S100374,2024-09-01,0,68,2440.35,5,135.54,True
S100374,2024-10-01,1,55,1380.36,8,103.82,True
S100374,2024-11-01,2,55,1802.1,3,192.88,True
S100374,2024-12-01,3,42,1459.89,3,105.72,True
S100374,2025-01-01,4,49,1270.77,1,79.86,True
S100374,2025-02-01,5,120,3899.62,11,314.6,True
S100374,2025-03-01,6,76,2704.2,5,174.75,True
S100374,2025-04-01,7,141,5234.12,11,184.48,True
S100374,2025-05-01,8,164,4150.76,16,475.48,True
S100374,2025-06-01,9,17,385.99,1,42.06,True
S100374,2025-07-01,10,147,5838.13,10,644.49,True
S100374,2025-08-01,11,149,4436.02,11,314.75,True
S100375,2024-09-01,0,17,591.16,5,46.08,True
S100375,2024-10-01,1,16,323.68,5,16.65,True
S100375,2024-11-01,2,21,501.68,2,40.63,True
S100375,2024-12-01,3,25,392.84,5,27.0,True
S100375,2025-01-01,4,36,879.93,6,45.21,True
S100375,2025-02-01,5,43,1240.62,9,31.49,True
S100375,2025-03-01,6,26,1006.46,3,23.99,True
S100375,2025-04-01,7,11,249.31,3,5.79,True
S100375,2025-05-01,8,13,385.01,5,14.35,True
S100375,2025-06-01,9,7,197.32,1,15.54,True
S100375,2025-07-01,10,23,299.46,6,26.36,True
S100375,2025-08-01,11,9,218.63,2,19.24,True
S100375,2025-09-01,12,50,828.9,11,51.84,True
S100375,2025-10-01,13,12,311.59,0,11.45,True
S100376,2026-05-01,0,94,3682.93,12,176.06,True
S100376,2026-06-01,1,92,3652.88,9,185.72,True
S100377,2025-06-01,0,8,293.05,1,23.31,True
S100377,2025-07-01,1,28,732.22,4,46.7,True
S100377,2025-08-01,2,55,1581.79,8,61.77,True
S100377,2025-09-01,3,11,382.6,2,30.55,True
S100377,2025-10-01,4,63,1209.77,9,71.34,True
S100377,2025-11-01,5,36,1516.64,5,94.67,True
S100377,2025-12-01,6,47,1274.18,7,56.37,True
S100377,2026-01-01,7,13,273.08,3,18.97,True
S100377,2026-02-01,8,13,294.54,2,11.37,True
S100377,2026-03-01,9,61,1418.05,11,85.9,True
S100377,2026-04-01,10,28,776.95,5,66.42,True
S100377,2026-05-01,11,16,444.7,0,28.1,True
S100377,2026-06-01,12,71,2119.37,8,169.66,True
S100378,2025-05-01,0,20,552.26,0,16.97,True
S100378,2025-06-01,1,10,240.36,0,13.97,True
S100378,2025-07-01,2,50,1763.63,8,85.93,True
S100378,2025-08-01,3,13,271.63,1,19.68,True
S100378,2025-09-01,4,31,829.61,2,52.45,True
S100378,2025-10-01,5,21,610.25,1,39.27,True
S100378,2025-11-01,6,20,604.1,2,44.96,True
S100379,2026-01-01,0,21,514.58,4,42.53,True
S100379,2026-02-01,1,34,1098.38,7,66.62,True
S100379,2026-03-01,2,27,841.1,2,65.21,True
S100379,2026-04-01,3,8,220.27,1,6.96,True
S100380,2025-09-01,0,20,309.1,1,9.77,True
S100380,2025-10-01,1,14,163.13,0,3.31,True
S100380,2025-11-01,2,23,404.03,0,35.19,True
S100380,2025-12-01,3,15,305.94,1,21.07,True
S100380,2026-01-01,4,19,355.91,0,14.8,True
S100380,2026-02-01,5,31,377.39,2,28.13,True
S100380,2026-03-01,6,26,307.31,3,22.01,True
S100380,2026-04-01,7,28,417.36,1,17.0,True
S100380,2026-05-01,8,70,1251.4,5,62.65,True
S100380,2026-06-01,9,30,494.59,0,21.53,True
S100381,2026-05-01,0,57,2696.49,8,283.04,True
S100381,2026-06-01,1,39,2096.52,3,109.01,True
S100382,2026-02-01,0,42,883.98,3,76.33,True
S100382,2026-03-01,1,13,254.95,0,27.67,True
S100382,2026-04-01,2,109,3799.6,10,133.16,True
S100382,2026-05-01,3,59,1590.6,3,173.42,True
S100382,2026-06-01,4,28,428.18,3,46.26,True
S100383,2025-07-01,0,156,1578.9,6,119.97,True
S100383,2025-08-01,1,103,1371.48,5,110.89,True
S100383,2025-09-01,2,182,1826.19,7,48.84,True
S100383,2025-10-01,3,149,1858.54,5,195.59,True
S100383,2025-11-01,4,128,2704.57,1,72.87,True
S100383,2025-12-01,5,224,1374.23,7,149.28,True
S100383,2026-01-01,6,265,3772.54,10,293.11,True
S100383,2026-02-01,7,38,633.2,1,71.04,True
S100383,2026-03-01,8,119,1647.26,2,170.34,True
S100383,2026-04-01,9,54,883.62,0,60.81,True
S100383,2026-05-01,10,530,8516.68,21,327.34,True
S100383,2026-06-01,11,209,2347.74,9,71.83,True
S100384,2025-04-01,0,38,851.05,5,61.2,True
S100384,2025-05-01,1,19,441.88,0,32.33,True
S100384,2025-06-01,2,26,558.97,2,27.13,True
S100384,2025-07-01,3,44,688.7,2,36.48,True
S100384,2025-08-01,4,35,697.19,0,54.1,True
S100384,2025-09-01,5,37,759.96,3,19.44,True
S100384,2025-10-01,6,12,164.23,1,14.35,True
S100384,2025-11-01,7,11,305.48,0,11.69,True
S100384,2025-12-01,8,25,364.76,4,22.8,True
S100384,2026-01-01,9,35,1130.81,3,64.12,True
S100385,2026-06-01,0,159,12940.06,12,480.31,True
S100386,2026-01-01,0,26,632.19,2,29.38,True
S100386,2026-02-01,1,22,419.91,1,16.8,True
S100386,2026-03-01,2,38,1092.62,1,56.12,True
S100386,2026-04-01,3,36,697.45,2,44.65,True
S100386,2026-05-01,4,61,1186.0,6,79.36,True
S100386,2026-06-01,5,17,342.71,0,21.64,True
S100387,2026-06-01,0,41,1526.13,1,174.56,True
S100388,2024-07-01,0,34,2007.7,5,152.97,True
S100388,2024-08-01,1,24,1109.56,1,64.73,True
S100388,2024-09-01,2,36,1985.02,4,143.99,True
S100388,2024-10-01,3,44,1610.14,5,47.8,True
S100388,2024-11-01,4,29,1723.65,5,120.77,True
S100388,2024-12-01,5,8,229.69,2,19.18,True
S100388,2025-01-01,6,32,1425.12,1,95.75,True
S100388,2025-02-01,7,105,7759.44,10,267.22,True
S100388,2025-03-01,8,17,1260.03,0,63.18,True
S100388,2025-04-01,9,19,1535.75,2,39.28,True
S100388,2025-05-01,10,15,1008.51,1,77.76,True
S100388,2025-06-01,11,20,1187.6,0,63.18,True
S100388,2025-07-01,12,50,1938.07,10,104.75,True
S100389,2026-04-01,0,89,1805.6,3,168.03,True
S100389,2026-05-01,1,33,534.36,3,39.82,True
S100389,2026-06-01,2,77,1026.84,2,118.14,True
S100390,2025-11-01,0,19,1047.79,0,74.89,True
S100390,2025-12-01,1,20,961.39,4,59.47,True
S100390,2026-01-01,2,32,2673.44,7,232.73,True
S100390,2026-02-01,3,10,629.5,0,21.78,True
S100390,2026-03-01,4,13,984.55,3,21.3,True
S100390,2026-04-01,5,16,912.82,5,24.51,True
S100390,2026-05-01,6,47,2483.55,4,152.65,True
S100390,2026-06-01,7,4,95.31,0,3.38,True
S100391,2024-07-01,0,13,319.73,1,7.08,True
S100391,2024-08-01,1,5,108.73,1,5.61,True
S100391,2024-09-01,2,8,162.08,1,4.34,True
S100391,2024-10-01,3,11,158.66,0,9.21,True
S100391,2024-11-01,4,19,405.21,2,33.35,True
S100391,2024-12-01,5,11,135.14,1,4.54,True
S100391,2025-01-01,6,20,495.08,1,23.5,True
S100391,2025-02-01,7,9,167.11,0,3.65,True
S100392,2025-10-01,0,57,873.52,0,92.02,True
S100392,2025-11-01,1,28,443.68,2,23.98,True
S100392,2025-12-01,2,55,800.74,0,28.66,True
S100392,2026-01-01,3,67,779.69,2,59.33,True
S100392,2026-02-01,4,43,761.6,2,53.85,True
S100392,2026-03-01,5,66,1174.48,3,43.91,True
S100392,2026-04-01,6,147,2292.99,8,154.32,True
S100392,2026-05-01,7,98,1627.06,6,179.88,True
S100392,2026-06-01,8,60,764.11,0,41.62,True
S100393,2025-12-01,0,15,328.57,0,29.4,True
S100393,2026-01-01,1,35,1632.26,1,81.06,True
S100393,2026-02-01,2,26,1199.2,1,106.05,True
S100393,2026-03-01,3,17,569.36,1,34.98,True
S100393,2026-04-01,4,30,1091.2,2,69.85,True
S100393,2026-05-01,5,24,794.05,1,61.53,True
S100393,2026-06-01,6,20,410.48,0,22.71,True
S100394,2024-01-01,0,15,416.74,0,20.59,True
S100394,2024-02-01,1,15,267.11,2,11.05,True
S100394,2024-03-01,2,39,871.58,0,34.0,True
S100394,2024-04-01,3,15,383.63,2,31.46,True
S100394,2024-05-01,4,22,640.91,1,30.82,True
S100394,2024-06-01,5,32,573.62,2,27.8,True
S100394,2024-07-01,6,26,678.06,3,41.34,True
S100394,2024-08-01,7,25,342.83,2,20.74,True
S100394,2024-09-01,8,1,21.63,0,0.63,True
S100394,2024-10-01,9,74,2192.57,1,109.39,True
S100394,2024-11-01,10,68,1072.03,3,86.45,True
S100394,2024-12-01,11,17,453.41,2,32.32,True
S100394,2025-01-01,12,15,428.6,2,38.38,True
S100395,2025-07-01,0,27,523.46,3,36.81,True
S100395,2025-08-01,1,36,701.03,2,53.45,True
S100395,2025-09-01,2,49,1107.64,6,56.77,True
S100395,2025-10-01,3,47,1173.55,4,95.73,True
S100395,2025-11-01,4,77,1362.56,8,39.14,True
S100395,2025-12-01,5,36,648.11,2,40.14,True
S100395,2026-01-01,6,61,1610.5,3,88.33,True
S100395,2026-02-01,7,56,1187.61,1,33.59,True
S100395,2026-03-01,8,38,1092.03,4,95.41,True
S100395,2026-04-01,9,63,1790.49,2,154.94,True
S100395,2026-05-01,10,159,3554.76,10,331.73,True
S100395,2026-06-01,11,129,2366.0,3,133.89,True
S100396,2026-03-01,0,23,774.8,4,36.98,True
S100396,2026-04-01,1,33,797.71,7,70.32,True
S100396,2026-05-01,2,48,1704.29,14,95.9,True
S100396,2026-06-01,3,48,1112.38,9,81.33,True
S100397,2025-02-01,0,42,557.48,3,40.68,True
S100397,2025-03-01,1,42,895.19,1,42.4,True
S100397,2025-04-01,2,15,230.39,1,12.9,True
S100397,2025-05-01,3,45,1215.64,2,35.85,True
S100398,2025-07-01,0,25,647.07,4,49.0,True
S100398,2025-08-01,1,23,635.2,2,25.03,True
S100398,2025-09-01,2,18,376.91,1,31.56,True
S100398,2025-10-01,3,26,815.29,2,23.91,True
S100398,2025-11-01,4,29,366.71,9,12.29,True
S100398,2025-12-01,5,16,364.46,0,28.13,True
S100399,2025-06-01,0,46,1152.29,5,49.97,True
S100399,2025-07-01,1,93,2580.76,12,84.18,True
S100399,2025-08-01,2,92,3114.75,7,230.62,True
S100399,2025-09-01,3,35,1187.46,3,91.91,True
S100399,2025-10-01,4,42,1314.05,3,60.36,True
S100399,2025-11-01,5,16,459.61,0,16.67,True
S100399,2025-12-01,6,67,2346.06,2,74.41,True
S100399,2026-01-01,7,53,1978.96,2,127.79,True
S100399,2026-02-01,8,18,823.79,1,52.94,True
S100399,2026-03-01,9,41,1640.7,1,115.06,True
S100399,2026-04-01,10,33,1543.34,5,112.6,True
S100399,2026-05-01,11,98,3825.51,8,193.65,True
S100399,2026-06-01,12,74,1525.48,5,135.48,True
S100400,2025-02-01,0,14,415.05,1,18.99,True
S100400,2025-03-01,1,18,318.92,2,21.19,True
S100400,2025-04-01,2,17,678.93,2,35.11,True
S100400,2025-05-01,3,30,356.54,1,13.75,True
S100401,2026-05-01,0,36,781.31,3,77.83,True
S100401,2026-06-01,1,37,1878.95,1,132.95,True
S100402,2026-02-01,0,58,931.44,0,77.09,True
S100402,2026-03-01,1,106,1799.99,2,122.66,True
S100402,2026-04-01,2,138,2192.4,4,151.25,True
S100402,2026-05-01,3,110,1368.28,4,67.31,True
S100402,2026-06-01,4,105,1735.64,2,104.31,True
S100403,2024-07-01,0,29,925.75,2,30.74,True
S100403,2024-08-01,1,13,345.19,1,16.58,True
S100403,2024-09-01,2,20,904.95,1,21.63,True
S100403,2024-10-01,3,41,1571.88,5,53.95,True
S100404,2026-06-01,0,11,482.0,0,13.67,True
S100405,2026-04-01,0,26,653.11,0,38.91,True
S100405,2026-05-01,1,20,498.78,1,30.13,True
S100405,2026-06-01,2,35,1291.05,5,58.31,True
S100406,2025-02-01,0,20,259.31,0,7.25,True
S100406,2025-03-01,1,11,79.81,0,7.81,True
S100406,2025-04-01,2,17,214.73,0,9.01,True
S100406,2025-05-01,3,17,252.0,1,19.08,True
S100406,2025-06-01,4,33,600.06,1,31.04,True
S100406,2025-07-01,5,21,247.96,2,14.94,True
S100406,2025-08-01,6,24,416.65,1,35.84,True
S100406,2025-09-01,7,60,950.67,1,108.38,True
S100406,2025-10-01,8,47,758.55,4,46.15,True
S100406,2025-11-01,9,30,500.59,1,29.47,True
S100406,2025-12-01,10,52,1096.24,1,54.54,True
S100406,2026-01-01,11,15,171.05,1,8.6,True
S100406,2026-02-01,12,13,265.72,1,30.84,True
S100406,2026-03-01,13,16,209.31,0,9.5,True
S100407,2026-03-01,0,25,878.03,3,54.16,True
S100407,2026-04-01,1,24,749.88,7,30.76,True
S100407,2026-05-01,2,14,483.09,4,21.28,True
S100407,2026-06-01,3,32,848.33,3,42.6,True
S100408,2024-07-01,0,36,710.98,5,40.32,True
S100408,2024-08-01,1,32,403.77,3,8.92,True
S100408,2024-09-01,2,33,967.55,4,68.61,True
S100408,2024-10-01,3,15,168.35,0,10.8,True
S100408,2024-11-01,4,39,1078.97,1,44.28,True
S100408,2024-12-01,5,20,498.73,0,39.64,True
S100409,2026-06-01,0,47,487.46,0,52.95,True
S100410,2025-12-01,0,40,994.92,1,107.02,True
S100410,2026-01-01,1,93,979.9,4,48.88,True
S100410,2026-02-01,2,61,1026.69,3,107.29,True
S100410,2026-03-01,3,20,582.45,0,19.44,True
S100410,2026-04-01,4,31,884.47,1,43.83,True
S100410,2026-05-01,5,77,748.14,10,45.92,True
S100410,2026-06-01,6,57,1509.14,3,159.29,True
S100411,2025-11-01,0,13,407.46,2,31.94,True
S100411,2025-12-01,1,14,528.0,4,21.6,True
S100411,2026-01-01,2,20,655.62,1,18.24,True
S100411,2026-02-01,3,21,332.19,4,15.45,True
S100411,2026-03-01,4,20,568.94,6,44.17,True
S100411,2026-04-01,5,39,662.92,9,49.53,True
S100411,2026-05-01,6,30,864.61,4,73.12,True
S100411,2026-06-01,7,48,1264.35,5,51.31,True
S100412,2024-06-01,0,17,1268.23,1,54.53,True
S100412,2024-07-01,1,55,3084.29,6,109.67,True
S100412,2024-08-01,2,29,1940.1,3,57.6,True
S100412,2024-09-01,3,33,2555.95,5,61.71,True
S100412,2024-10-01,4,26,1661.07,1,147.01,True
S100412,2024-11-01,5,48,4502.45,5,244.2,True
S100412,2024-12-01,6,44,2436.85,5,66.48,True
S100413,2026-05-01,0,19,416.95,1,33.55,True
S100413,2026-06-01,1,29,861.6,3,33.68,True
S100414,2024-03-01,0,17,1257.56,2,51.05,True
S100414,2024-04-01,1,16,1102.67,1,77.81,True
S100414,2024-05-01,2,26,1459.8,1,69.54,True
S100414,2024-06-01,3,22,1136.04,1,80.32,True
S100414,2024-07-01,4,4,222.92,0,6.22,True
S100414,2024-08-01,5,12,859.21,1,40.58,True
S100414,2024-09-01,6,9,390.53,1,32.23,True
S100414,2024-10-01,7,15,1469.68,2,59.31,True
S100414,2024-11-01,8,8,536.95,2,12.19,True
S100414,2024-12-01,9,30,1701.88,4,148.9,True
S100414,2025-01-01,10,19,1646.22,2,49.76,True
S100414,2025-02-01,11,36,2378.62,6,175.47,True
S100414,2025-03-01,12,7,502.61,0,14.29,True
S100414,2025-04-01,13,28,1761.87,2,58.31,True
S100415,2024-12-01,0,22,653.27,1,26.89,True
S100415,2025-01-01,1,29,1036.07,6,92.2,True
S100415,2025-02-01,2,26,787.32,5,58.92,True
S100415,2025-03-01,3,28,638.22,4,18.67,True
S100415,2025-04-01,4,7,197.4,0,4.99,True
S100415,2025-05-01,5,27,285.63,2,16.6,True
S100415,2025-06-01,6,12,409.18,1,30.91,True
S100415,2025-07-01,7,20,707.75,2,20.97,True
S100415,2025-08-01,8,25,879.85,2,28.38,True
S100415,2025-09-01,9,14,402.02,1,33.64,True
S100415,2025-10-01,10,16,474.89,6,21.39,True
S100415,2025-11-01,11,15,342.16,3,20.77,True
S100415,2025-12-01,12,10,294.23,2,14.59,True
S100415,2026-01-01,13,40,739.7,8,56.17,True
S100415,2026-02-01,14,25,757.59,5,19.61,True
S100415,2026-03-01,15,9,323.53,1,19.41,True
S100416,2024-08-01,0,13,1239.06,0,87.46,True
S100416,2024-09-01,1,46,2707.38,4,94.04,True
S100416,2024-10-01,2,34,1635.26,1,100.36,True
S100416,2024-11-01,3,27,1331.9,4,71.78,True
S100416,2024-12-01,4,12,633.12,1,43.85,True
S100416,2025-01-01,5,31,1750.33,3,106.33,True
S100416,2025-02-01,6,14,759.84,1,24.43,True
S100416,2025-03-01,7,16,1375.14,2,87.22,True
S100416,2025-04-01,8,57,3127.21,6,62.72,True
S100416,2025-05-01,9,29,2356.78,9,55.81,True
S100416,2025-06-01,10,17,932.04,0,57.5,True
S100417,2026-02-01,0,21,452.03,4,12.25,True
S100417,2026-03-01,1,24,657.58,6,58.79,True
S100417,2026-04-01,2,22,746.91,2,38.88,True
S100417,2026-05-01,3,10,306.9,2,7.64,True
S100418,2024-11-01,0,25,642.82,0,24.08,True
S100418,2024-12-01,1,46,1261.03,12,31.1,True
S100418,2025-01-01,2,40,1087.97,10,43.57,True
S100418,2025-02-01,3,28,908.82,2,23.35,True
S100418,2025-03-01,4,40,1424.22,7,70.62,True
S100418,2025-04-01,5,9,181.05,4,5.57,True
S100418,2025-05-01,6,14,248.03,1,19.46,True
S100418,2025-06-01,7,29,372.6,6,24.2,True
S100418,2025-07-01,8,50,1484.43,15,51.04,True
S100418,2025-08-01,9,29,718.29,6,20.55,True
S100418,2025-09-01,10,86,3248.82,17,149.47,True
S100419,2026-05-01,0,43,1318.18,3,109.92,True
S100419,2026-06-01,1,17,503.27,1,26.53,True
S100420,2025-12-01,0,42,1105.68,2,75.26,True
S100420,2026-01-01,1,43,1312.29,4,34.14,True
S100420,2026-02-01,2,45,1139.33,2,82.15,True
S100420,2026-03-01,3,67,1692.49,4,149.43,True
S100420,2026-04-01,4,31,695.89,2,23.6,True
S100420,2026-05-01,5,48,1182.08,1,71.9,True
S100420,2026-06-01,6,46,1137.49,4,70.54,True
S100421,2024-03-01,0,26,334.81,7,27.48,True
S100421,2024-04-01,1,66,1140.12,11,73.36,True
S100421,2024-05-01,2,38,871.56,8,62.61,True
S100421,2024-06-01,3,98,3576.01,19,150.13,True
S100421,2024-07-01,4,79,2287.68,16,267.2,True
S100421,2024-08-01,5,148,5752.33,29,593.17,True
S100421,2024-09-01,6,57,1552.38,15,90.47,True
S100421,2024-10-01,7,142,4562.14,29,375.21,True
S100421,2024-11-01,8,41,1115.68,7,112.06,True
S100421,2024-12-01,9,33,887.73,6,56.3,True
S100421,2025-01-01,10,84,1863.8,16,108.34,True
S100421,2025-02-01,11,64,1982.65,13,126.85,True
S100421,2025-03-01,12,48,1982.63,7,158.37,True
S100421,2025-04-01,13,101,2269.95,11,132.1,True
S100421,2025-05-01,14,60,1165.35,8,80.46,True
S100421,2025-06-01,15,170,5033.89,33,303.14,True
S100421,2025-07-01,16,41,1174.19,5,130.55,True
S100421,2025-08-01,17,59,1261.16,7,44.54,True
S100421,2025-09-01,18,12,341.92,3,17.69,True
S100421,2025-10-01,19,106,4009.69,19,210.7,True
S100421,2025-11-01,20,74,1339.52,13,146.79,True
S100422,2024-01-01,0,28,714.5,3,64.2,True
S100422,2024-02-01,1,40,1362.22,10,74.35,True
S100422,2024-03-01,2,51,1162.55,10,55.29,True
S100422,2024-04-01,3,28,871.12,5,69.15,True
S100422,2024-05-01,4,32,919.98,3,64.78,True
S100423,2024-04-01,0,81,2277.72,5,88.57,True
S100423,2024-05-01,1,88,3139.58,5,334.68,True
S100423,2024-06-01,2,60,2499.54,8,249.0,True
S100423,2024-07-01,3,53,2528.94,3,100.44,True
S100423,2024-08-01,4,63,1281.49,5,147.72,True
S100423,2024-09-01,5,25,896.03,3,39.68,True
S100423,2024-10-01,6,39,1619.86,1,113.3,True
S100423,2024-11-01,7,17,528.17,2,38.24,True
S100423,2024-12-01,8,116,4303.56,12,389.43,True
S100423,2025-01-01,9,110,2945.91,13,333.77,True
S100423,2025-02-01,10,44,1073.46,3,100.7,True
S100423,2025-03-01,11,253,8199.29,14,472.86,True
S100423,2025-04-01,12,71,2655.15,1,73.67,True
S100423,2025-05-01,13,65,2616.31,3,112.7,True
S100423,2025-06-01,14,151,4849.86,18,528.77,True
S100423,2025-07-01,15,90,2147.93,8,242.1,True
S100423,2025-08-01,16,41,2232.89,5,92.03,True
S100423,2025-09-01,17,110,4277.34,10,278.74,True
S100423,2025-10-01,18,155,4572.38,12,380.11,True
S100423,2025-11-01,19,60,2149.16,6,120.56,True
S100423,2025-12-01,20,50,1599.16,4,59.65,True
S100423,2026-01-01,21,11,367.36,0,35.11,True
S100423,2026-02-01,22,90,4168.77,4,117.83,True
S100423,2026-03-01,23,27,793.13,3,37.27,True
S100423,2026-04-01,24,33,1844.3,3,135.19,True
S100423,2026-05-01,25,125,5141.94,13,428.48,True
S100423,2026-06-01,26,34,1468.07,2,122.58,True
S100424,2025-10-01,0,12,209.75,0,18.83,True
S100424,2025-11-01,1,15,798.41,2,41.12,True
S100424,2025-12-01,2,22,804.5,0,63.63,True
S100424,2026-01-01,3,12,371.49,2,22.63,True
S100425,2026-03-01,0,66,1296.14,3,74.18,True
S100425,2026-04-01,1,19,242.49,2,5.59,True
S100425,2026-05-01,2,44,376.02,0,29.42,True
S100425,2026-06-01,3,29,451.45,0,38.18,True
S100426,2024-12-01,0,56,1581.36,14,160.69,True
S100426,2025-01-01,1,31,488.41,3,38.28,True
S100426,2025-02-01,2,61,1557.49,10,173.78,True
S100426,2025-03-01,3,38,1045.84,11,71.24,True
S100426,2025-04-01,4,57,1729.63,12,100.76,True
S100426,2025-05-01,5,35,954.08,8,41.65,True
S100426,2025-06-01,6,37,893.12,6,77.99,True
S100426,2025-07-01,7,86,2195.91,17,209.47,True
S100426,2025-08-01,8,63,1561.88,14,62.75,True
S100426,2025-09-01,9,66,1596.46,12,86.91,True
S100426,2025-10-01,10,126,3707.27,26,162.68,True
S100426,2025-11-01,11,58,1288.05,14,53.67,True
S100426,2025-12-01,12,61,1978.24,11,169.6,True
S100426,2026-01-01,13,62,2032.71,10,210.56,True
S100426,2026-02-01,14,70,1761.12,12,165.14,True
S100426,2026-03-01,15,40,753.39,6,77.88,True
S100427,2026-04-01,0,35,784.57,6,21.73,True
S100427,2026-05-01,1,15,392.35,2,9.49,True
S100427,2026-06-01,2,24,1012.62,2,73.48,True
S100428,2024-04-01,0,24,468.48,5,37.55,True
S100428,2024-05-01,1,14,442.28,0,14.95,True
S100428,2024-06-01,2,41,947.69,2,53.4,True
S100428,2024-07-01,3,27,629.84,1,45.7,True
S100428,2024-08-01,4,23,394.95,1,12.48,True
S100428,2024-09-01,5,22,811.03,3,20.83,True
S100428,2024-10-01,6,23,533.17,1,21.3,True
S100428,2024-11-01,7,29,782.45,3,63.58,True
S100428,2024-12-01,8,37,602.31,2,25.31,True
S100428,2025-01-01,9,22,710.58,1,60.06,True
S100428,2025-02-01,10,29,754.37,2,63.41,True
S100428,2025-03-01,11,40,561.19,1,32.29,True
S100428,2025-04-01,12,86,1196.9,2,72.81,True
S100428,2025-05-01,13,10,294.94,0,7.31,True
S100428,2025-06-01,14,25,663.92,1,49.58,True
S100428,2025-07-01,15,86,2348.48,4,67.48,True
S100428,2025-08-01,16,85,2150.78,7,120.25,True
S100428,2025-09-01,17,14,310.89,1,11.6,True
S100428,2025-10-01,18,3,62.07,0,3.67,True
S100428,2025-11-01,19,80,2362.5,6,88.96,True
S100428,2025-12-01,20,22,463.35,0,21.8,True
S100428,2026-01-01,21,26,646.92,1,35.55,True
S100428,2026-02-01,22,37,955.71,1,33.33,True
S100428,2026-03-01,23,60,1597.93,6,117.3,True
S100429,2026-03-01,0,11,332.77,0,19.72,True
S100429,2026-04-01,1,13,363.41,2,26.94,True
S100429,2026-05-01,2,15,457.49,5,18.91,True
S100429,2026-06-01,3,15,496.44,4,19.97,True
